ProbeID	Name	3-2_ham_S91_L004	3-4_ham_S92_L004	3-6_ham_S93_L004	4-2_ham_S94_L004	4-5_ham_S95_L004	4-6_ham_S96_L004	UN_CT_1_ham_S89_L004	UN_CT_3_ham_S90_L004
ENSMAUG00000000232.1	GUCY1B1	2.334854269	2.222804561	2.031748063	2.956242555	2.609991295	3.252930296	2.431890348	2.763624032
ENSMAUG00000000233.1		2.298951516	1.93319492	2.25821739	2.071762669	2.051720116	2.197550907	1.6622055	2.089498151
ENSMAUG00000000234.1	FOXO1	0.99494171	1.211012193	0.992043276	1.84317989	1.214746523	1.479230561	1.693319679	1.890252115
ENSMAUG00000000235.1	CCDC113	2.056583528	2.688851744	2.37490037	2.679648991	2.18142064	-0.273	0.443606651	0.680774425
ENSMAUG00000000236.1	BTC	-0.895	-0.873	-0.867	-0.651	-0.716	-0.679	-0.62	-0.675
ENSMAUG00000000237.1	KLF8	-0.677	-0.628	-0.569	-0.15	-0.241	0.048236186	-0.222	-0.325
ENSMAUG00000000238.1		3.072791818	3.083383588	3.325098538	2.095586908	2.126642531	2.284217983	2.182374488	2.482590175
ENSMAUG00000000239.1	PTPN12	3.475863106	3.523311031	3.967168608	4.087547703	3.563890277	4.15793299	3.82822536	4.003152449
ENSMAUG00000000240.1	ZFP267	0.224040274	0.111031312	0.146655222	1.029982866	0.691534165	1.266036894	0.927517246	1.150559677
ENSMAUG00000000241.1	LHX5	-1	-0.984	-1	-1	-1	-1	-1	-1
ENSMAUG00000000242.1	TAF8	1.385707125	1.333423734	1.711054322	1.695548468	1.171847314	1.311503115	0.903809559	1.539034703
ENSMAUG00000000243.1		-0.017	0.700439718	-0.023	0.501821265	0.318461465	-0.82	-0.724	-0.706
ENSMAUG00000000244.1	MIXL1	-0.947	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000245.1		2.55606149	2.655122811	2.899755686	3.07946345	2.548189989	2.737037727	2.182692298	2.367650631
ENSMAUG00000000246.1	SMIM23	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000247.1	SLC6A14	2.974529312	2.484138131	2.49441561	2.69131082	2.147306699	2.990410344	1.742868551	2.345680231
ENSMAUG00000000248.1		1.687956494	1.516519498	1.753176627	-0.268	-0.076	-0.527	-0.568	-0.678
ENSMAUG00000000249.1	HELQ	0.584962501	0.567545448	0.789937869	0.875780063	0.264236151	0.99494171	0.644317778	0.614474283
ENSMAUG00000000250.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000251.1	SOS1	0.557777671	0.690640579	1.010779839	1.230203013	0.480265122	1.132247798	0.569491092	0.82130204
ENSMAUG00000000252.1		0.55875743	-0.022	1.310921735	-0.291	-0.381	0.163498732	-0.332	-0.021
ENSMAUG00000000253.1	ZFP266	2.696439021	2.40053793	2.440154909	2.817418605	2.465974465	3.040015679	2.312665174	2.507921465
ENSMAUG00000000254.1		4.800692862	4.775524688	4.771885579	5.468518153	5.285661141	5.420347653	5.23503771	5.393759397
ENSMAUG00000000255.1	SLC35G3	-1	-1	-1	-0.968	-0.958	-0.969	-0.973	-0.974
ENSMAUG00000000256.1		2.704429352	2.839959587	2.949721678	2.547696591	2.192825404	2.520045024	1.617768646	2.470667008
ENSMAUG00000000257.1	MMRN1	-0.548	-0.118	-0.436	-0.41	-0.225	-0.467	-0.561	-0.609
ENSMAUG00000000258.1	ADAMTS2	0.956056652	1.584000383	1.370722275	1.138814469	1.167357928	0.665392771	0.990591873	1.352758525
ENSMAUG00000000259.1	S1PR5	-0.88	-0.855	-0.932	-0.786	-0.857	-0.958	-0.903	-0.942
ENSMAUG00000000260.1	MALSU1	1.6617496	1.531069493	1.746742716	1.601221086	1.456280482	1.891030268	1.440952198	1.453649266
ENSMAUG00000000261.1	FNBP1L	2.904387754	2.874600266	3.159952045	3.887817679	2.807973087	3.679085944	2.517779603	3.141432791
ENSMAUG00000000262.1	ADGRL2	2.277092083	2.327687364	2.698885209	3.19519009	2.372673558	2.592158002	1.924479992	2.294547234
ENSMAUG00000000263.1	SYNPR	-0.986	-0.956	-0.984	-0.946	-0.964	-0.987	-0.932	-0.937
ENSMAUG00000000264.1	GNG8	-0.671	-1	-1	0.768925336	0.471967788	0.98550043	-0.709	0.431890348
ENSMAUG00000000265.1	CDH8	-1	-1	-1	-0.985	-0.98	-1	-0.8	-0.941
ENSMAUG00000000266.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000267.1	LGSN	-0.981	-1	-0.977	-1	-1	-1	-1	-0.984
ENSMAUG00000000268.1	DTYMK	3.009526333	3.642701572	3.530570204	3.087123344	2.857582955	2.913990393	1.914564523	2.268733801
ENSMAUG00000000269.1	BNC1	-0.887	-0.857	-0.734	-0.747	-0.567	0.864730922	-0.31	0.986956963
ENSMAUG00000000270.1	ANKRD28	1.038436182	1.155101558	1.30626224	1.524063676	0.761285273	1.444136957	0.857582955	1.069702167
ENSMAUG00000000271.1		1.956428433	1.599317794	2.408983529	2.332564731	2.223113589	1.93960272	0.912266628	2.449693423
ENSMAUG00000000272.1	SLC9B1	-1	-0.978	-1	-1	-0.96	-0.981	-1	-0.984
ENSMAUG00000000273.1	SCRN1	-0.981	-0.972	-0.941	-0.81	-0.906	-0.872	-0.917	-0.87
ENSMAUG00000000274.1	RIDA	2.196921734	2.652830636	2.359240026	3.103329777	2.370722275	2.240314329	1.889473543	2.653977179
ENSMAUG00000000275.1		2.273814245	2.15704371	2.523812838	1.76256143	1.952333566	1.668119125	1.462575888	1.207268173
ENSMAUG00000000276.1	KCTD12B	2.253081625	2.015069322	2.026800059	2.123003954	1.880489627	1.644317778	1.197236355	1.452595435
ENSMAUG00000000277.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000278.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000279.1		1.906120953	2.395611249	2.100977648	2.759581973	2.12763328	2.176641918	1.201006466	2.064882852
ENSMAUG00000000280.1		3.642701572	3.462052319	3.990410344	3.212569339	3.265436896	3.132905812	2.33571191	2.889278834
ENSMAUG00000000281.1	PCYOX1L	0.427606173	0.680774425	0.750177706	0.592636429	0.097610797	-0.13	-0.362	-0.2
ENSMAUG00000000282.1	NBDY	3.681786567	3.956242555	3.915616504	5.046709316	3.890252115	4.891030268	5.205118775	4.362890643
ENSMAUG00000000283.1	LPGAT1	2.48362233	2.625971791	2.731617723	2.750820857	2.427337989	2.754459974	2.255500733	2.636218579
ENSMAUG00000000284.1	CASQ2	-0.89	-0.803	-0.913	-0.654	-0.527	-0.804	2.810031728	0.542010356
ENSMAUG00000000285.1	LANCL2	0.838346737	0.910732662	1.105678078	0.935082523	0.709290636	0.988412026	0.401630467	0.728573603
ENSMAUG00000000286.1	SPIN2C	-0.703	-0.601	-0.805	-0.717	-0.651	-0.672	-0.82	-0.693
ENSMAUG00000000287.1		4.921293501	5.106055127	5.486553493	5.162894799	4.816241292	5.034479857	4.875141126	4.926379025
ENSMAUG00000000288.1	AMPD2	1.659011171	1.811471031	1.970853654	1.189666447	1.196607044	1.012926174	0.612588407	1
ENSMAUG00000000289.1	GPR52	-0.698	-0.652	-0.778	-0.678	-0.68	-0.49	-0.733	-0.562
ENSMAUG00000000290.1	WWTR1	2.468843943	2.955684776	2.994217647	3.899078932	3.448636697	4.100809492	3.615416297	3.638421433
ENSMAUG00000000291.1	AIFM1	2.140451477	2.228356954	2.313245852	1.355016264	1.166715445	1.16542962	1.533563348	1.438292852
ENSMAUG00000000292.1	HPGDS	1.351628329	2.196921734	1.352758525	1.022900402	0.632268215	-0.695	-0.515	-0.379
ENSMAUG00000000293.1	TSPO2	-1	-0.913	-1	-0.921	-0.946	-0.921	-1	-0.936
ENSMAUG00000000294.1	PRKCE	0.27857955	0.878136767	0.738119289	2.166394096	1.701327257	1.805705185	1.530570204	1.621524444
ENSMAUG00000000295.1	FNDC4	-0.456	-0.477	-0.578	0.849599011	0.36960607	0.82374936	1.880881397	2.382667253
ENSMAUG00000000296.1		7.510748347	7.473738215	7.473778796	7.941188493	7.377644358	7.868902788	7.31862415	7.399051434
ENSMAUG00000000297.1	GHITM	4.822883076	4.766542159	4.904724928	4.51424853	4.203592714	4.66385693	4.855790416	4.815729117
ENSMAUG00000000298.1	STK32A	-0.898	-0.802	-0.862	-0.883	-0.856	-0.961	-0.984	-0.905
ENSMAUG00000000299.1	VSIG10	1.40599236	1.221567789	1.290424404	1.789520604	1.399991351	1.994579724	0.958285901	2.015069322
ENSMAUG00000000300.1	SNX27	2.538786455	2.69265037	2.791397348	2.21754094	2.076559095	1.826192536	1.444667067	1.787014474
ENSMAUG00000000301.1	1810037I17RIK	3.542753311	3.660495132	3.563768278	4.345680231	4.070303451	4.148446076	3.828530037	3.790876275
ENSMAUG00000000302.1		3.595145568	2.803020332	3.886647689	3.350214338	3.148120631	3.172007391	2.880685525	2.510708793
ENSMAUG00000000303.1		1.309758271	1.729879012	1.741143355	1.192194165	1.027861775	0.956056652	0.887525271	0.919149363
ENSMAUG00000000304.1	TUBB6	4.205783477	4.591021103	4.992315252	4.598424761	4.148852778	4.347665656	3.393278899	3.872139252
ENSMAUG00000000305.1	TPTE	-1	-1	-1	-0.985	-0.941	-0.942	-0.963	-1
ENSMAUG00000000306.1	SDR16C5	0.884402553	1.086104371	0.085424656	0.49057013	0.326537348	0.604071324	-0.199	0.712815854
ENSMAUG00000000307.1	D10WSU102E	3.029629568	3.258518925	3.501693903	3.230356745	3.007913082	3.168321116	2.188717409	2.653289362
ENSMAUG00000000308.1	CHIA1	-0.84	-0.836	-0.974	-0.231	-0.721	-0.856	-0.877	-0.628
ENSMAUG00000000309.1	EIF2AK2	4.965368729	4.684706549	5.169283661	3.351769652	3.841469999	2.635290054	2.084064265	2.441217863
ENSMAUG00000000310.1	PPAN	1.942983598	2.547696591	2.902459533	1.971221642	1.639232163	1.398897571	0.750177706	1.191562651
ENSMAUG00000000311.1	PUM2	3.347098671	3.332421514	3.49441561	3.67795919	3.345112464	3.824564212	3.245191393	3.46662712
ENSMAUG00000000312.1	GK	3.116364757	3.092883966	3.189982654	1.792855352	1.694211608	1.591200673	1.55924706	1.421155961
ENSMAUG00000000313.1	MROH2B	-0.882	-0.873	-0.95	-0.976	-0.984	-0.988	-0.99	-0.966
ENSMAUG00000000314.1		5.445759804	5.51358549	5.162008574	5.442777659	5.413357134	5.280733659	5.043475748	5.172607522
ENSMAUG00000000315.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000316.1		-1	-0.979	-1	-1	-0.991	-1	-0.935	-0.958
ENSMAUG00000000317.1		8.510024337	8.551404504	8.53626276	7.61508519	7.796279768	7.45988239	6.761989958	7.077638233
ENSMAUG00000000318.1	SVIP	1.524063676	1.457331625	0.87892148	3.400947728	2.728791253	3.394239735	2.379898164	3.025206019
ENSMAUG00000000319.1	PPP2R5A	3.565475321	3.822934048	3.92912819	3.889765557	3.605257263	3.852897744	4.118941073	3.975538479
ENSMAUG00000000320.1	EPCAM	5.282884555	5.17596365	5.169083184	4.991227041	4.554404666	4.580386718	3.893750502	4.193692905
ENSMAUG00000000321.1		2.147957881	2.456806149	1.916094423	3.477677328	2.948227044	3.745344912	3.064537998	3.591200673
ENSMAUG00000000322.1	STAM2	2.481298942	2.441217863	2.836934011	2.845590409	2.375456536	2.863542051	2.248838402	2.420078116
ENSMAUG00000000323.1		4.956753663	4.906794413	5.188875625	6.251775891	5.508492038	5.899683192	4.909149049	5.201202556
ENSMAUG00000000324.1	RRP8	1.533064922	1.830255324	2.203827598	1.461528559	0.932061171	0.831066511	0.461528559	0.842375488
ENSMAUG00000000325.1	ATP11B	2.779469857	2.564865895	2.851399255	2.957728912	2.5360529	3.172967481	2.583037624	2.772941338
ENSMAUG00000000326.1	TCEAL7	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000327.1	TRADD	1.509442493	1.633663697	1.880881397	1.61117238	1.263034406	1.481298942	1.176960992	1.589284107
ENSMAUG00000000328.1	SYCP1	-0.858	-1	-0.974	-0.967	-0.978	-0.978	-0.991	-0.947
ENSMAUG00000000329.1	D1PAS1	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000330.1	IMPDH1	1.715893371	1.989139007	2.479747934	1.40599236	1.12498977	0.922958964	1.81393507	1.743299528
ENSMAUG00000000331.1	DOCK10	1.812292845	1.764685853	1.532067552	1.523060062	1.726831217	1.654893757	0.692427198	1.048236186
ENSMAUG00000000332.1	ECRG4	-1	-0.915	-0.911	-0.924	-0.821	-0.812	-0.808	-0.939
ENSMAUG00000000333.1	VSTM5	-0.432	-0.391	-0.076	-0.086	-0.548	-0.242	0.158337027	0.214124805
ENSMAUG00000000334.1	SLAMF6	2.979476643	2.544238074	3.274112538	-0.476	1.353323291	0.266636643	-0.42	-0.681
ENSMAUG00000000335.1		4.746957642	4.710723795	4.650075209	4.640620928	4.486650023	4.513806537	3.76394266	3.980847896
ENSMAUG00000000336.1		3.408440141	3.251567621	3.426667311	3.277389699	2.817623258	3.366532046	2.518786896	2.954010144
ENSMAUG00000000337.1	ESRRB	2.301002256	2.587364991	2.627840265	2.547696591	2.64038956	2.766595162	2.92314918	3.146980997
ENSMAUG00000000338.1	PBDC1	3.024496991	3.146655222	3.367091446	3.035799837	2.408440141	2.765110362	1.918767849	1.950095094
ENSMAUG00000000339.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000340.1	NDUFB2	5.315095205	5.163699987	4.661977568	5.132165525	5.253648968	4.935271148	5.217928626	5.048541366
ENSMAUG00000000341.1	PLA2G10	-0.893	-0.897	-0.574	-0.894	-0.928	-0.906	-0.843	-0.925
ENSMAUG00000000342.1	PDE5A	3.013283587	3.120517834	3.045617705	5.240314329	4.641835002	5.100599269	4.201084905	4.499973413
ENSMAUG00000000343.1	PDS5B	1.975263322	1.809414444	2.161565256	2.216610069	1.744591687	2.279174108	1.540523296	1.739848103
ENSMAUG00000000344.1		-0.224	-0.719	-0.855	-0.87	-0.292	-0.613	-0.565	-0.381
ENSMAUG00000000345.1	FZD4	1.475603745	1.711054322	2.436428388	2.416569549	1.918386234	2.109026176	2.044743821	2.08236197
ENSMAUG00000000346.1	TXNDC11	1.751035177	2.113700499	2.183962835	1.791188942	1.549422746	1.470927257	1.31556623	1.711054322
ENSMAUG00000000347.1	MRPL55	2.765534746	2.846393021	3.184915004	2.632966125	2.364012054	2.883620816	2.910924497	3.236645681
ENSMAUG00000000348.1	HPS3	2.531069493	2.274708939	2.584000383	1.976363636	1.950841638	2.105678078	1.388465097	1.886355044
ENSMAUG00000000349.1	ARHGAP30	2.715893371	2.901687522	3.262733813	2.17216745	2.098284796	1.60312187	0.858378925	1.353323291
ENSMAUG00000000350.1	RBP1	1.09423607	1.935082523	0.997834333	0.039840265	-0.075	-0.361	-0.133	0.35952117
ENSMAUG00000000351.1	LIPG	0.468843943	1.551885103	1.621055503	0.871843649	0.459431619	-0.063	-0.592	-0.415
ENSMAUG00000000352.1	SIGLEC15	-1	-1	-1	-1	-0.958	-1	-0.974	-1
ENSMAUG00000000353.1	OGDHL	-0.922	-0.916	-0.956	-0.954	-0.951	-0.781	-0.898	-0.85
ENSMAUG00000000354.1	SERTM1	1.083383588	0.725959235	1.598365205	1.525567789	0.789937869	1.468843943	1.605020153	1.924479992
ENSMAUG00000000355.1		-1	-1	-0.801	-0.867	-1	-1	-0.944	-1
ENSMAUG00000000356.1	4931406C07RIK	2.488515009	2.656038663	2.913798965	3.241840184	2.576038337	2.725304902	2.517275693	2.511215001
ENSMAUG00000000357.1	ATP11C	2.025028794	1.815575429	2.12201002	2.537296067	2.015426204	2.838145003	2.230817842	2.392866916
ENSMAUG00000000358.1	SDCCAG8	0.913798965	1.015782997	1.471447616	1.49057013	0.926758532	1.056583528	0.458382004	0.875780063
ENSMAUG00000000359.1	SLC7A1	1.222186307	1.413052429	1.66766509	0.566571641	0.541019153	0.439357178	-0.389	0.059355278
ENSMAUG00000000360.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000361.1	TIMP3	4.113783832	4.650017748	4.513490746	5.527914831	5.273814245	5.435028457	4.301368153	4.769295698
ENSMAUG00000000362.1	SIGLECH	-0.423	-0.302	-0.716	-0.666	-0.324	-0.828	-0.883	-0.86
ENSMAUG00000000363.1	ATP6V1H	3.144372734	3.258669669	3.326537348	3.335569006	3.029099457	3.230356745	2.525818322	2.785759774
ENSMAUG00000000364.1		4.384049807	4.12647734	4.263109544	4.034919984	4.504493277	4.142250043	3.454175893	3.58508272
ENSMAUG00000000365.1	TMEM19	3.331418598	3.107185684	3.531319072	3.637378395	3.19298317	3.40053793	3.502712486	3.756169328
ENSMAUG00000000366.1	POLE3	2.737686761	3.128293401	3.238634024	2.902845384	2.584240973	2.635754391	1.998917573	2.284217983
ENSMAUG00000000367.1	ADGRF2	-1	-1	-1	-1	-1	-1	-1	-0.965
ENSMAUG00000000368.1	NDUFA1	5.279954094	5.261004188	5.13873257	5.694239472	5.384706056	5.651310061	5.695270058	5.461037362
ENSMAUG00000000369.1	LARGE1	0.541019153	1.036327492	0.978927776	2.45206823	1.973427598	2.39149279	1.503857533	2.088820033
ENSMAUG00000000370.1	KCNK12	-0.881	-0.936	-0.967	-0.886	-0.962	-0.943	-0.976	-0.908
ENSMAUG00000000371.1	AZIN2	0.839153387	0.740711733	0.602171791	-0.43	-0.551	-0.533	-0.602	-0.356
ENSMAUG00000000372.1	KBTBD6	-0.701	-0.611	-0.585	-0.957	-0.84	-0.886	-0.959	-0.878
ENSMAUG00000000373.1	OLFML3	2.9053509	3.114200422	3.235880204	3.51525829	3.180466161	2.938473998	2.574828124	2.742437445
ENSMAUG00000000374.1	ZBTB7C	-0.875	-0.747	-0.85	-0.679	-0.697	-0.233	-0.693	-0.272
ENSMAUG00000000375.1	SEC22C	-0.483	-0.223	-0.434	0.39176772	-0.216	0.056583528	-0.431	-0.096
ENSMAUG00000000376.1	NOD1	2.509949146	2.649615459	2.837943242	1.408711861	1.713255902	1.070389328	0.714575239	1.344828497
ENSMAUG00000000377.1		3.885964757	4.022722894	4.359872525	4.774365388	4.106264556	4.397118409	3.380036744	4.069358463
ENSMAUG00000000378.1	CLASRP	0.583037624	0.494671612	1.364012054	0.677169939	0.111031312	0.273814245	0.045442971	-0.006
ENSMAUG00000000379.1	SLC38A5	-0.834	-0.501	-0.85	-0.684	-0.757	-0.906	-0.92	-0.897
ENSMAUG00000000380.1	SLCO5A1	-0.446	-0.357	-0.5	0.40053793	-0.035	0.575312331	-0.338	-0.054
ENSMAUG00000000381.1	IGSF9B	-0.936	-0.962	-0.944	-0.987	-0.928	-0.92	-0.971	-0.918
ENSMAUG00000000382.1	PROB1	-0.99	-0.979	-0.978	-1	-0.975	-0.991	-1	-0.985
ENSMAUG00000000383.1	STAT6	3.623164536	3.918577055	4.109193378	3.828631582	3.513364409	3.653289362	3.093053048	3.607034346
ENSMAUG00000000384.1		0.593592806	1.100977648	0.259423152	3.554343266	2.210700563	2.258518925	1.959028219	2.547203025
ENSMAUG00000000385.1	MCTS1	2.46571332	2.295723025	2.403540418	1.793271654	1.842375488	2.032806145	1.588804567	1.785341299
ENSMAUG00000000386.1	ZNRD1	3.300270184	3.247471854	3.389153767	2.562181356	2.712155532	2.817418605	2.448900951	2.261530815
ENSMAUG00000000387.1	BCORL1	-0.389	-0.446	-0.085	-0.039	-0.417	-0.089	-0.448	-0.283
ENSMAUG00000000388.1	4930452B06RIK	-0.466	0.067638717	-0.295	0.750177706	0.185232254	-0.64	-0.583	-0.527
ENSMAUG00000000389.1	CABP5	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000390.1	NIPSNAP3A	-0.952	-1	-1	-0.953	-0.937	-0.954	-0.843	-0.925
ENSMAUG00000000391.1	SPCS1	4.937815169	5.110989567	5.020768865	5.169564283	4.693932939	4.963381641	4.301002256	4.655752522
ENSMAUG00000000392.1		0.713695815	0.676267408	0.390667686	1.690640579	1.158337027	1.377401431	1.010779839	1.268434394
ENSMAUG00000000393.1	GJD2	-0.636	-0.718	-0.493	-0.438	-0.628	-0.429	-0.426	-0.456
ENSMAUG00000000394.1	NDUFA9	3.950095094	3.912362447	3.904965719	3.966707314	3.622579003	3.698218478	3.876958896	3.704761324
ENSMAUG00000000395.1		0.874206786	1.060739158	1.22897257	1.16542962	0.701327257	1.132905812	0.569491092	0.746742716
ENSMAUG00000000396.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000397.1		-0.86	-0.849	-0.843	-0.932	-0.954	-0.796	-0.77	-0.67
ENSMAUG00000000398.1	MSMB	-0.178	0.98112199	0.737254104	-1	-0.772	-1	-0.86	-0.868
ENSMAUG00000000399.1	TRIT1	1.267236142	1.268434394	1.518535139	1.47612242	1.164786278	1.20851726	1.206018004	1.46571332
ENSMAUG00000000400.1	KLF10	2.67559014	2.907659828	3.365132593	3.153318952	2.901494455	2.831066511	1.86155842	2.33571191
ENSMAUG00000000401.1	IPPK	1.112366523	1.007195501	1.186500558	0.890641244	0.679874148	0.708407983	0.155749233	0.40053793
ENSMAUG00000000402.1		2.872040725	2.365972428	2.506906555	1.952333566	2.454702328	2.68009927	2.085764554	1.9800253
ENSMAUG00000000403.1		3.48658567	3.720059527	3.751999223	3.893750502	3.514374789	3.526444465	4.502266945	4.388671733
ENSMAUG00000000404.1	ZFP599	-0.936	-0.977	-0.952	-0.899	-0.946	-0.98	-0.949	-0.967
ENSMAUG00000000405.1	RGS18	0.749319725	0.248534836	0.141432791	0.785759774	0.822934048	1.420078116	0.474046599	0.708407983
ENSMAUG00000000406.1	S1PR1	2.378234155	2.959399235	3.076559095	4.056583528	3.317448794	3.595980979	2.283329168	2.510455622
ENSMAUG00000000407.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000408.1	BPHL	2.205705292	2.440154909	1.698218478	2.325674234	2.303634645	2.512479747	2.576280258	2.667438019
ENSMAUG00000000409.1	CCDC148	-0.438	0.187767747	-0.022	-0.526	-0.273	-0.909	-0.69	-0.801
ENSMAUG00000000410.1	THSD1	0.540027269	0.989139007	0.787432465	2.90303827	1.918767849	2.311793718	1.517023672	2.016852849
ENSMAUG00000000411.1	COQ7	2.591200673	2.625504295	2.689746438	3.269781238	2.500802053	3.207268173	2.623866862	2.759155834
ENSMAUG00000000412.1		2.52656966	2.469365054	2.576038337	0.458382004	0.183962835	0.3021728	-0.225	0.23878686
ENSMAUG00000000413.1		-0.133	0.316145742	-0.515	1.175045486	1.370164281	1.416299305	0.565597176	1.028569152
ENSMAUG00000000414.1	IL21	-0.802	-0.251	-0.667	-0.902	-0.8	-1	-1	-1
ENSMAUG00000000415.1	ZFP131	1.694657366	1.623398682	1.818032475	2.003961966	1.573859222	2.045093438	1.602646909	1.568032105
ENSMAUG00000000416.1	GAPVD1	2.763624032	2.945420425	3.324810603	3.046316431	2.537793034	2.930548119	2.368489001	2.630405471
ENSMAUG00000000417.1	MAN1A2	2.98458935	2.920864929	3.376568225	3.331848504	2.768078435	3.234961095	2.468843943	2.781359714
ENSMAUG00000000418.1	USP26	-1	-1	-1	-1	-1	-1	-1	-0.99
ENSMAUG00000000419.1		0.412510571	1.23878686	1.025028794	0.540027269	0.3068455	0.5290713	0.154453593	0.87026607
ENSMAUG00000000420.1	SETX	1.567058626	1.379620962	1.388465097	1.853197255	1.353323291	2.097273679	1.45048546	1.725959235
ENSMAUG00000000421.1	LRRC74A	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000422.1	GNAO1	-0.581	0.39835037	-0.25	1.490056624	0.591679417	0.778208576	0.824564212	0.682573297
ENSMAUG00000000423.1	RASGRP3	1.544979883	1.202260984	1.801986364	2.177917792	1.629939409	2.037733627	1.679874148	1.922197848
ENSMAUG00000000424.1	TAF3	0.593592806	0.835924074	1.55924706	1.725086725	0.597411988	1.013640911	0.675364313	1.12035194
ENSMAUG00000000425.1	SMCO4	3.439357178	3.519416097	4.216299645	3.375039431	2.697551439	3.217075579	2.938850337	3.403676746
ENSMAUG00000000426.1		4.488579276	4.226893814	3.976913478	4.586224307	4.464668267	4.808076089	3.996479138	4.430486005
ENSMAUG00000000427.1		2.293958979	1.981487368	1.938097561	2.186500558	2.331991778	2.712375673	2.333137456	2.315276387
ENSMAUG00000000428.1	SNTG2	-0.545	-0.658	-0.539	1.42867841	1.108357178	1.163498732	0.890641244	1.325961996
ENSMAUG00000000429.1	ROBO2	-0.338	-0.4	-0.511	0.834306703	0.3068455	1.029276182	-0.204	0.263034406
ENSMAUG00000000430.1	TBC1D20	3.648925559	3.726722248	3.890933022	3.845590409	3.627490111	3.680324357	3.628073654	3.904676766
ENSMAUG00000000431.1	RAB38	1.494671612	1.432959407	1.798257933	1.13422094	1.189666447	1.489029064	1.146655222	1.632268215
ENSMAUG00000000432.1	BARX1	-0.859	-0.748	-1	-0.955	-0.969	-1	-0.962	-1
ENSMAUG00000000433.1	SH3BGRL	4.058576261	3.800226917	3.923909795	4.24785158	3.987502783	4.441085037	3.827920619	3.966430467
ENSMAUG00000000434.1	BHLHB9	0.390667686	0.162210036	0.426533138	0.74760223	0.137503524	0.618238656	-0.066	0.286881148
ENSMAUG00000000435.1	COG6	2.78303751	2.422502135	2.752106299	2.719402512	2.310049225	2.765534746	2.347382191	2.554343266
ENSMAUG00000000436.1	EFR3B	0.301002256	0.243669081	0.574343754	0.494671612	0.001441974	0.522055749	0.572404647	0.864730922
ENSMAUG00000000437.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000000438.1	EXOC3L	-0.403	0.121678557	-0.047	1.641546029	0.471967788	1.039138394	0.819668183	0.822934048
ENSMAUG00000000439.1	FTO	3.00162212	3.14110576	3.355862006	3.771463058	3.210856386	3.425190721	3.020768865	3.277389699
ENSMAUG00000000440.1	PTK7	1.956056652	2.447050155	2.21350282	2.500547137	2.143719931	2.354452161	1.556306784	2.274708939
ENSMAUG00000000441.1	NACAD	-0.88	-0.786	-0.797	-0.578	-0.68	-0.744	-0.642	-0.666
ENSMAUG00000000442.1	PDE12	2.323946455	2.399444565	2.390392546	1.830660974	1.675815931	1.714575239	0.911499849	1.40599236
